7.7
49.4
13.1
26.6
30.0
46.9
26.5
84.4
40.4
18.0
42.6
21.3
68.2
17.7
6.9
15.0
25.2
35.8
25.1
51.6
62.0
31.6
12.0
16.0
8.4
43.0
41.6
20.4
53.1
48.4
16.0
34.6
8.2
10.7
11.7
0.0
"-"
17.3
69.7
40.9
13.5
15.5
"-"
"-"
